label,youtube_id,time_start,time_end,split
cooking chicken,c729EVAFb_s,415,425,train
washing dishes,c7QB-UnmiiA,40,50,train
washing hands,c7gejA-s_vk,42,52,train
cleaning toilet,c8AR9y1sbQ4,56,66,train
baking cookies,c8XE5-1ut3s,136,146,train
folding clothes,c97nnj8Zv6M,50,60,train
cooking chicken,cDHO7v4uskk,155,165,train
washing hands,cE5YlvyK3CI,0,10,train
cooking chicken,cELtTZe_OoQ,123,133,train
doing laundry,cEVHZc_uT7c,99,109,train
making bed,cFTqaMZ0ENg,217,227,train
washing hands,cFehCEt8cq0,27,37,train
cleaning toilet,cFg8Mq2WzdA,22,32,train
washing hands,cJbteWYHozo,3,13,train
washing dishes,cMxcZf9B134,3,13,train
washing hands,cO4p-b_-_Gw,110,120,train
cleaning toilet,cOlTANHf0-c,33,43,train
cleaning toilet,cQXq_smqI6s,1,11,train
washing hands,cQcNK0LzAAQ,5,15,train
making bed,cQoErnrrvKk,14,24,train
cooking chicken,cTHYjM9r6P0,227,237,train
folding clothes,cTPSOaqYRhY,1,11,train
doing laundry,cThgCWwzvU8,15,25,train
washing hands,cTltH9hZaY0,32,42,train
washing dishes,cU2Ih8WlgYA,134,144,train
doing laundry,cVWSZuIO-EE,27,37,train
washing hands,cWK_XCFQ8e8,41,51,train
washing dishes,cWTBX-hZB_0,80,90,train
washing hands,cWZxixQA9jw,86,96,train
cooking chicken,cXcafd7dKxE,216,226,train
doing laundry,c_JOpSRHhvo,38,48,train
making bed,c_nbLd4MEt0,122,132,train
washing dishes,cb4zQf9m6pE,0,10,train
folding clothes,cbMmIdfFc5w,52,62,train
folding clothes,cc060w-M7AE,39,49,train
making bed,cc4YIsJz5sg,2,12,train
mopping floor,cc9HyaCqArc,144,154,train
sweeping floor,cepzHpTugF4,136,146,train
making bed,cfWmOaNBQ7w,53,63,train
baking cookies,cfqVt3NlEIg,122,132,train
making bed,chxU1WGHlwg,114,124,train
baking cookies,ciozAfcAnZU,99,109,train
mopping floor,cjZt2ezY_3A,31,41,train
mopping floor,cjmE2I45sFg,0,10,train
cleaning toilet,cjnGGeD_tXY,26,36,train
baking cookies,ckr1Ubf2iVk,5,15,train
washing dishes,cmWrWgV2ldM,36,46,train
washing dishes,cnJLePQJRRs,0,10,train
baking cookies,cnxfR_BIxKw,14,24,train
washing hands,cpGZjzGYFSY,18,28,train
washing dishes,cpPk6kPvSUE,25,35,train
folding clothes,cqKKvgQ2I48,26,36,train
baking cookies,cqvpa-_JjEk,550,560,train
washing hands,crreZcM2USU,60,70,train
washing hands,cs5roPx_izo,105,115,train
folding clothes,ctSowMXD-Y8,33,43,train
washing dishes,cuyGvhyYUGU,20,30,train
sweeping floor,cvRSDEzQD3E,0,10,train
making bed,cx7rq72KPSM,1,11,train
washing hands,czOQT7V8zxw,13,23,train
sweeping floor,czrFDl0Kxec,11,21,train
making bed,czxvVsIywuU,322,332,train
cooking chicken,d01PAiIB3wc,205,215,train
cooking chicken,d0HIGKoNOh8,3,13,train
making bed,d1ZVc8VDFeQ,360,370,train
washing dishes,d3nxAURrQ_4,3,13,train
making bed,d3p2vdoKHxM,4,14,train
washing hands,d43wu7ja7pk,0,10,train
cleaning toilet,d4X6fO3vnRE,3,13,train
baking cookies,d5f7Y5_5Ozg,1,11,train
baking cookies,d5h-RPjwOBI,56,66,train
washing dishes,d6SV8gdA8QE,37,47,train
washing dishes,d6plXgfV3a0,5,15,train
making bed,d7TqFQFttVM,384,394,train
washing hands,d7prDyooNz4,115,125,train
folding clothes,d8c0jBeFzYM,10,20,train
baking cookies,d8ivFeAuB5g,56,66,train
mopping floor,d9bab_Frluc,79,89,train
cooking chicken,dCUrQUY7j_Y,36,46,train
washing hands,dCZKGk4Q4sk,6,16,train
making bed,dCxz5q2Loak,57,67,train
baking cookies,dD0e0w1ippY,342,352,train
washing dishes,dD_fEwE0zlI,44,54,train
washing hands,dDdU130NVw0,48,58,train
washing dishes,dEED6YZAvks,1,11,train
baking cookies,dGWlUtmrKcY,75,85,train
doing laundry,dHEjNGxrQNk,10,20,train
doing laundry,dLKSii5L7Sg,65,75,train
making bed,dMBlXTR3qQU,187,197,train
cleaning toilet,dMG_lV3M2VA,67,77,train
cooking chicken,dMRM0Vk1DHE,146,156,train
washing dishes,dMspvQ9HwUE,2,12,train
folding clothes,dMtT4hZyL9s,58,68,train
mopping floor,dN6_olIu9Tk,45,55,train
mopping floor,dPLBOzu9ksQ,30,40,train
folding clothes,dQvnF2I9u7M,54,64,train
cooking chicken,dRYRn-2W5LI,327,337,train
washing dishes,dSewqTGKXv8,281,291,train
doing laundry,dTJIlUhRaPE,126,136,train
making bed,dTZCcmaXFWw,4,14,train
folding clothes,dX0Yh44Y7qA,0,10,train
cooking chicken,dXNxD8qBKTc,43,53,train
sweeping floor,dYr_dYhY7Wk,61,71,train
baking cookies,dZxm3nvgWfk,96,106,train
making bed,daACDYId_GM,114,124,train
folding clothes,dautWfnCy7A,43,53,train
mopping floor,db-yioQBuJY,14,24,train
folding clothes,dbQvAqCo2-g,19,29,train
baking cookies,dc66lwiU9zE,256,266,train
folding clothes,dctxN4yYqRg,22,32,train
baking cookies,dd5UdAceVNs,11,21,train
cleaning toilet,ddWHeXSxHlo,138,148,train
washing dishes,ddXWB4eaMD8,6,16,train
sweeping floor,de8l7obzap4,7,17,train
cooking chicken,decA4j9qloI,165,175,train
washing hands,dfK1QFeMVt0,27,37,train
cleaning toilet,dg8kHAD1vQw,11,21,train
cleaning toilet,dgZXAPg-X7U,22,32,train
making bed,dh4ysiyL41A,16,26,train
baking cookies,dikVrQpsIUg,958,968,train
cooking chicken,dizDbcNZsHY,78,88,train
washing hands,dkBX8cugTDU,7,17,train
baking cookies,dkEkeAeNzaE,140,150,train
making bed,dlK1QS-Aofs,66,76,train
mopping floor,dluYZT3LA5Y,67,77,train
folding clothes,dnLf0EaR1d4,1,11,train
cooking chicken,dnRivlfIVHw,531,541,train
baking cookies,dnlsNOYMBWc,468,478,train
cooking chicken,do103mFS0gU,246,256,train
mopping floor,dpVa4IzNCCQ,25,35,train
sweeping floor,dpjnHIl1L4Y,2,12,train
baking cookies,dqTnASlJad0,197,207,train
sweeping floor,drq9RLCliwE,267,277,train
baking cookies,dsAfbgcYjhk,92,102,train
cooking chicken,dsOJn4krKmw,89,99,train
making bed,dsU5xWGDZQM,2,12,train
baking cookies,dtpnNcjUUHs,440,450,train
washing dishes,dtvqiVYAVWE,9,19,train
baking cookies,dvK0BJGRO8g,21,31,train
making bed,dvsQurg-0gM,118,128,train
washing dishes,dw1_CCvVhZ8,31,41,train
cooking chicken,dwCRDTaKZ8Y,132,142,train
making bed,dxBp4yKfE_s,22,32,train
cooking chicken,dxFesdaO0ic,141,151,train
baking cookies,dxZtEOg07-4,32,42,train
cleaning toilet,dzmnEnoEqCQ,53,63,train
sweeping floor,e-dgFC3hBu0,83,93,train
making bed,e-xCuXyO1w0,122,132,train
folding clothes,e1GgEGQQZp8,27,37,train
washing hands,e1GtBSWd_GA,204,214,train
washing hands,e1lEofwdU8Q,18,28,train
cleaning toilet,e2djxth7SXo,178,188,train
baking cookies,e3C9wAsL-wc,321,331,train
mopping floor,e3lx0uN8ahk,41,51,train
cooking chicken,e5iNQ047E6A,123,133,train
cooking chicken,e6aOJmpd7gQ,45,55,train
making bed,e8-AdNY7w3I,14,24,train
cleaning toilet,e8ANJGpa85k,2,12,train
sweeping floor,e9DG24ebWBM,20,30,train
baking cookies,e9l3PzP4uGQ,105,115,train
folding clothes,eA4aP3vm-pE,4,14,train
cleaning toilet,eApXORsAOqw,28,38,train
making bed,eB0zIUw7M3Y,303,313,train
baking cookies,eCWfDJIzc88,62,72,train
washing dishes,eCnaV0H1zdA,265,275,train
mopping floor,eFZufRRvIz4,60,70,train
baking cookies,eFo4pAu8P2A,357,367,train
cleaning toilet,eFoz01X7t2Q,169,179,train
baking cookies,eGgTOkznvns,137,147,train
cooking chicken,eH6YEhuO6E8,428,438,train
cleaning toilet,eI47wYB3KlI,40,50,train
cooking chicken,eIElkbIyIGg,21,31,train
washing dishes,eJe56tB6JSg,27,37,train
washing hands,eJv4IWuznIg,18,28,train
mopping floor,eJzDmhTCJx4,11,21,train
folding clothes,eKV27BQQxZQ,4,14,train
baking cookies,eKxme8hDZT4,320,330,train
folding clothes,eLMnrCdd8K8,42,52,train
making bed,eM_UJWD5s5I,129,139,train
cooking chicken,eMktaQl0B3w,95,105,train
mopping floor,eMwLiJe-C3A,45,55,train
cooking chicken,eNjUk4djhuc,276,286,train
cooking chicken,eNq8r4S5jSk,93,103,train
cooking chicken,eNwnIGojxc4,21,31,train
doing laundry,ePZMkzBGQPs,194,204,train
washing hands,eRRytma38w4,5,15,train
washing hands,eT1Oiajx0xo,20,30,train
making bed,eTLZMWEx9FM,68,78,train
mopping floor,eTm8FHcUvoQ,20,30,train
doing laundry,eVxBTh_U87w,56,66,train
washing hands,eWK9ZfcDvyM,65,75,train
mopping floor,eWM7Q0BKTwc,14,24,train
sweeping floor,eWmpBBx4voE,24,34,train
folding clothes,eWzZagHIfEU,22,32,train
washing dishes,eXu3Dv5Sy4g,34,44,train
mopping floor,eYvBpSVT5t0,11,21,train
cooking chicken,eZ-MtaWdbDU,31,41,train
baking cookies,eZtSArlwAxQ,808,818,train
washing hands,e_ILdHRz9vA,95,105,train
cooking chicken,eb1Xajy9r8Y,339,349,train
washing hands,ebOVzGtf8Gg,14,24,train
making bed,ec877gXMdXs,62,72,train
sweeping floor,efBqbp5igqA,24,34,train
baking cookies,efZdWOZ8nuo,74,84,train
making bed,eiQK4yg0izg,197,207,train
making bed,ej17krCilu0,116,126,train
washing hands,elEgkJmP7dI,54,64,train
cooking chicken,em6TioQwyAg,67,77,train
washing hands,emMP2A84z_8,60,70,train
washing dishes,emYR4WeNsao,1,11,train
washing dishes,eoCJo4nKVa4,2,12,train
making bed,eoE7Kj8n4kM,3,13,train
washing dishes,eoGdW5huyYU,16,26,train
sweeping floor,eoJdDjXyu_M,4,14,train
sweeping floor,eoyagWrqlSw,4,14,train
sweeping floor,eqHaqn8OQOU,0,10,train
mopping floor,erHC2g_4M3U,39,49,train
washing dishes,erh8jqNX_TY,174,184,train
cleaning toilet,ermAaL_y6t8,192,202,train
cleaning toilet,es6-9cqWBoM,71,81,train
cooking chicken,esLwIlzvyOg,145,155,train
folding clothes,eskHfeC1idI,4,14,train
cleaning toilet,evjSVMbCGug,38,48,train
cleaning toilet,exlw_d2cqD4,53,63,train
cooking chicken,f-87__Mbbbw,151,161,train
making bed,f-IsOwh0i4g,364,374,train
doing laundry,f0bBX4IrYuM,287,297,train
making bed,f0ds_CZbyMs,681,691,train
washing hands,f1aQarAJ0sM,269,279,train
washing dishes,f1dO8UGAq7A,195,205,train
baking cookies,f1pKUaS8kgY,32,42,train
doing laundry,f1tslY7C5Ts,22,32,train
mopping floor,f23CmkPr38w,131,141,train
baking cookies,f64rZrz1VG0,2,12,train
cooking chicken,f7-WJWgaGmk,60,70,train
making bed,f7EKhgK0e30,140,150,train
baking cookies,f8NyRcIsdFU,71,81,train
cleaning toilet,f8XjrzVqfUg,70,80,train
cooking chicken,fASNWiLKhk0,150,160,train
washing hands,fAZ5oBq2IIA,422,432,train
sweeping floor,fBOjfd4xwhg,11,21,train
baking cookies,fCHjsnwTvKw,4,14,train
washing dishes,fF3_Warb9G0,5,15,train
sweeping floor,fGZ7LaFjRek,35,45,train
washing dishes,fH5WptRzeNI,19,29,train
mopping floor,fIgTXWw8SrU,6,16,train
doing laundry,fJ1Hxz-LGm0,28,38,train
washing hands,fJvZr6ZUteU,3,13,train
mopping floor,fKEnq8YXss4,20,30,train
mopping floor,fKl4Q2YQqEc,54,64,train
washing dishes,fLLS8iX6ZZY,0,10,train
baking cookies,fLXHlCoEg-I,53,63,train
washing hands,fLdhgu_Y_1c,1,11,train
cooking chicken,fO25PeYUxwY,258,268,train
making bed,fOzbhXSVgIM,8,18,train
making bed,fP58p6t7KfE,183,193,train
doing laundry,fPRo-LAbQ0I,18,28,train
folding clothes,fQ6xRfjtQfg,126,136,train
washing dishes,fRlmUks3Yqk,113,123,train
washing dishes,fRm1DEh8Epo,1,11,train
cooking chicken,fSjDYPkaFFc,413,423,train
washing dishes,fT7bPryiKcs,135,145,train
folding clothes,fTBxH56SnGk,421,431,train
sweeping floor,fTMOtaSdQ5Y,0,10,train
washing dishes,fTQu2YNtr5k,128,138,train
cooking chicken,fUpihkqDuHA,1,11,train
sweeping floor,fWGjK_KyOGM,0,10,train
sweeping floor,fWcCGwpXPp4,70,80,train
cooking chicken,fXENK6uov-k,269,279,train
doing laundry,fXFzf-W1Upo,9,19,train
cooking chicken,fZ3VFKHgznM,122,132,train
baking cookies,faJlfjhDnk4,11,21,train
cleaning toilet,facDd0wDLVk,1,11,train
washing dishes,facoAQ8bRj8,12,22,train
washing hands,fbJicLgfX4g,101,111,train
washing hands,fc-iINGtiBU,10,20,train
sweeping floor,fcbTMvBFTXA,4,14,train
cleaning toilet,feYSvb3UTSo,3,13,train
cooking chicken,fejPGt8garI,357,367,train
making bed,ff5QmKCreow,24,34,train
baking cookies,fheKQv0R91s,206,216,train
washing dishes,fjICMtX9sXg,18,28,train
baking cookies,fkVg-XVVMHc,89,99,train
washing dishes,fmP5sr57iHg,4,14,train
mopping floor,fmPHjGerrpg,12,22,train
sweeping floor,fmf6BdkKFWo,3,13,train
cooking chicken,fmhXAb12mqc,479,489,train
folding clothes,fmzk6GkfsrY,4,14,train
folding clothes,frJwoNIRsqs,171,181,train
cleaning toilet,ft3dWoGM8p0,29,39,train
making bed,ftM7t-N2yoA,116,126,train
washing dishes,fu6bK56DmWw,2,12,train
cleaning toilet,fuABQAfXnic,56,66,train
washing hands,fulOEXArijI,3,13,train
folding clothes,fv4TNaS7m2U,11,21,train
washing hands,fvebcWz4WWk,2,12,train
washing dishes,fvyaB-sYBM8,120,130,train
cleaning toilet,fw-cpMu9nTE,9,19,train
cooking chicken,fw_ekLVSwOc,36,46,train
washing dishes,fwjl3fmW_n4,64,74,train
doing laundry,fyfJIR5PB84,5,15,train
cooking chicken,g0nPQnOIgvA,125,135,train
folding clothes,g1jLDCrocmM,153,163,train
cooking chicken,g2N_0xPfD9U,4,14,train
baking cookies,g2Vl5zYeWLA,139,149,train
making bed,g2tPu5pXvzE,82,92,train
washing dishes,g3LI_3h6tUc,0,10,train
baking cookies,g47s75LQupc,51,61,train
sweeping floor,g4j04AMLlSQ,1,11,train
washing hands,g4uXoWCRLZ8,4,14,train
cooking chicken,g5jRDIeDmOE,489,499,train
making bed,g61j041Ij-U,20,30,train
doing laundry,g6PIOIRULM8,3,13,train
washing dishes,g6mNpCBRqJ8,15,25,train
washing hands,g7Hf_lO2hhs,0,10,train
washing hands,g7gL2bR4saw,146,156,train
cleaning toilet,g89KLQB4MMo,0,10,train
cooking chicken,g9VzH5LXHI8,24,34,train
making bed,g9gAXbBiKoU,245,255,train
doing laundry,gAD0CSFNAk0,93,103,train
washing dishes,gAm9ybkqRNw,105,115,train
washing hands,gE0a-K7mlvY,1,11,train
cleaning toilet,gFErwv1O1iM,1,11,train
baking cookies,gFTvY6xulTQ,36,46,train
folding clothes,gFyntktO8p0,0,10,train
washing dishes,gIS2gq2NppE,84,94,train
cooking chicken,gJ2vuHhi7Fw,457,467,train
cooking chicken,gJ9x1rK9cJM,335,345,train
washing dishes,gJxR-KzawO4,172,182,train
folding clothes,gK7kNklE8Zo,3,13,train
washing hands,gKHSMWWNJqU,8,18,train
baking cookies,gLMRrxoptUA,7,17,train
baking cookies,gLYyVRMqxQo,323,333,train
mopping floor,gLescfORbmw,15,25,train
cooking chicken,gLm9lmq4H4U,79,89,train
mopping floor,gLpvY6K9SdQ,11,21,train
cooking chicken,gMpIH2ibViw,84,94,train
washing dishes,gN0kikrlNic,0,10,train
mopping floor,gNFrILoB8LY,0,10,train
baking cookies,gNJPngba9Xg,85,95,train
mopping floor,gNO5t95MLrA,47,57,train
sweeping floor,gO-mfrt7hYg,359,369,train
washing dishes,gPEaBUowH_g,3,13,train
washing dishes,gR-hW97Em3k,44,54,train
folding clothes,gRMdJhh9Bys,90,100,train
washing dishes,gSPHJEI6nhA,18,28,train
cooking chicken,gU-nV4qfz8w,323,333,train
washing dishes,gUV3XFN8mgw,33,43,train
cleaning toilet,gW1zBIxtKUA,7,17,train
mopping floor,gWGVLV4JH1k,4,14,train
washing hands,gZElLYtn3Cw,4,14,train
washing dishes,gZTI9p4O96g,22,32,train
washing dishes,g_mgBzUEqtA,19,29,train
washing dishes,gaB-g2BuOP0,22,32,train
cleaning toilet,gaeOERzad7U,2,12,train
cooking chicken,gaozKcL2n0Y,43,53,train
cooking chicken,gatDeN_TG3A,139,149,train
doing laundry,gby06aXkSBk,79,89,train
cooking chicken,gclEOAYqgCU,0,10,train
mopping floor,gdNoNKmRgsk,4,14,train
washing hands,gdbDXJEtECE,3,13,train
cooking chicken,geZKhtO_aXo,71,81,train
washing hands,geb2468Bxz0,13,23,train
folding clothes,gfI77fex_tw,355,365,train
cooking chicken,gfYnQA2vXCM,17,27,train
cooking chicken,gg8Mc3qRP34,20,30,train
making bed,ghMtzCZiCOA,45,55,train
washing dishes,ghUNgCV8k8I,33,43,train
doing laundry,ghndrIas9U8,73,83,train
washing dishes,ghxiG0Dnrt0,4,14,train
baking cookies,gi9iS8GwL6g,39,49,train
mopping floor,giVL_tDQCJc,73,83,train
washing dishes,gj7SlrRgUoE,16,26,train
cooking chicken,gjZqGg5zEDY,152,162,train
washing dishes,gj_uUQLhShg,37,47,train
cooking chicken,gm1q93CScrI,18,28,train
washing dishes,gnIyMnSQGXQ,7,17,train
washing dishes,gnZNjQsWaUc,44,54,train
washing dishes,gofKGPquu_g,292,302,train
washing dishes,gpBhklbCYu0,36,46,train
sweeping floor,gqIkLdMo4pg,14,24,train
cleaning toilet,gqQ0WJmGWYI,57,67,train
folding clothes,gqq8eAl5Xyk,181,191,train
mopping floor,grefqO2n764,35,45,train
folding clothes,gsm8Ak2fqEc,37,47,train
cleaning toilet,gtroZNRa7mM,166,176,train
baking cookies,gu3uGPZvQkc,780,790,train
mopping floor,gu8n9XnrkXA,12,22,train
cooking chicken,gum7LM8nqcA,475,485,train
washing dishes,gweR9xh2zZ8,40,50,train
sweeping floor,gxssDQsHYgY,19,29,train
making bed,gyQLkQARl50,78,88,train
sweeping floor,gz5f--LFsX4,123,133,train
folding clothes,gzCHk0JZ2hY,102,112,train
doing laundry,gzk_b3qYrfE,7,17,train
making bed,h-97UZEBcbI,31,41,train
baking cookies,h130-oNir8c,92,102,train
washing dishes,h1Q8EcqvBYs,9,19,train
sweeping floor,h3FARcIF_Qs,12,22,train
cleaning toilet,h3PcJ_25wic,25,35,train
baking cookies,h3eYMXyZt90,153,163,train
washing dishes,h4-fU_xKA0M,27,37,train
mopping floor,h4plD4hfbXY,97,107,train
folding clothes,h63pP6OgjwE,166,176,train
washing dishes,h684t9-2riE,12,22,train
mopping floor,h8aN-Wd_g3I,24,34,train
making bed,h8wSMiftiJk,1,11,train
folding clothes,h9I2aoLCgU4,11,21,train
baking cookies,hCUFk00Fy1Q,233,243,train
baking cookies,hCzVqaFMlIw,78,88,train
washing hands,hD5NchP-B8I,73,83,train
washing dishes,hDbpbXeoqwQ,108,118,train
baking cookies,hDk9xNu0T94,81,91,train
washing dishes,hFImGtH8270,15,25,train
washing hands,hGuqCjhsFn4,39,49,train
mopping floor,hH5ljsi4e5Q,13,23,train
cooking chicken,hHKVupcZJPI,344,354,train
cooking chicken,hHMo3FAwIRc,390,400,train
cleaning toilet,hHXxDLCSL7I,293,303,train
baking cookies,hIBY6avrmZ0,157,167,train
washing hands,hIS3ZKT-18A,44,54,train
washing dishes,hJjfyyEx_C4,4,14,train
baking cookies,hKExqgz9fmg,241,251,train
cooking chicken,hNlE87rR9as,115,125,train
folding clothes,hO5tTX7vdBk,47,57,train
baking cookies,hORymmpZltM,136,146,train
washing dishes,hQpVoBRBefM,2,12,train
folding clothes,hQpvbpt4-0A,5,15,train
cleaning toilet,hQqh6XhJPmo,115,125,train
washing dishes,hV0_m9Qt3q4,3,13,train
washing hands,hVW_DUN9MOI,78,88,train
sweeping floor,hXqpp2nL6Z4,7,17,train
making bed,hYmPxuWZJSY,25,35,train
cooking chicken,hYqcirklzCU,24,34,train
washing hands,hZJdQ7vLW04,4,14,train
making bed,hZS4ACUuXdA,12,22,train
making bed,hZ_N-1mP28Q,27,37,train
cleaning toilet,hZffwdPloNY,0,10,train
sweeping floor,h_CsbTBcVJ4,5,15,train
washing hands,h_bYuWe80UA,106,116,train
folding clothes,hcMXhEfEjdI,276,286,train
cooking chicken,hcjZM4ODjgI,49,59,train
cooking chicken,heROqPYKGdQ,193,203,train
washing dishes,hgE-y1W3VXA,88,98,train
baking cookies,hgJms6BIT6o,58,68,train
mopping floor,hhUrpzE6lZA,146,156,train
cooking chicken,hj1Q70qWLko,129,139,train
cooking chicken,hk707UomuXE,94,104,train
doing laundry,hmSiEBd3bro,76,86,train
washing dishes,hnjP277hiWs,14,24,train
baking cookies,ho7MWzzGhAc,501,511,train
cooking chicken,hpaet6hrE-c,40,50,train
doing laundry,hq2M8hIYtmM,14,24,train
sweeping floor,hrCR1qCrIo8,45,55,train
making bed,hrr5ZkgLVI4,114,124,train
mopping floor,hsMMeoBDHcM,116,126,train
sweeping floor,hsR1S_igbxM,3,13,train
baking cookies,hsjURYHGd7A,71,81,train
cooking chicken,htk6f0YKG_A,0,10,train
washing dishes,hu92TOy1YVE,11,21,train
sweeping floor,hwgKgYhYqX8,3,13,train
making bed,hx2V2BzLb1w,0,10,train
washing dishes,hzTcEH8gnsg,29,39,train
making bed,hzooUrk_3_Q,10,20,train
washing dishes,i--TSGSpIac,49,59,train
cooking chicken,i0GsSk15pG0,157,167,train
washing hands,i1MGW93HCGk,70,80,train
cooking chicken,i1MinG9d1Ek,293,303,train
cooking chicken,i1aacRdU85A,64,74,train
cleaning toilet,i2fGjarN5o8,38,48,train
washing hands,i35iaaPLYx8,1,11,train
doing laundry,i3m0iqmIq2g,1,11,train
sweeping floor,i5j8oomIu0g,45,55,train
baking cookies,i6yBB2Fqxw0,399,409,train
sweeping floor,i6z6qAOVnCc,2,12,train
baking cookies,i8iCCjdTIh8,50,60,train
washing hands,i8ogQG0dNuo,35,45,train
making bed,i8rtS5z9iJU,86,96,train
cooking chicken,i9iBTB9fhAE,270,280,train
washing hands,iARbehaksFA,10,20,train
cooking chicken,iCU3ZJlL_5g,191,201,train
cooking chicken,iFQzwndy1ko,269,279,train
cleaning toilet,iHUNArALVBw,312,322,train
washing hands,iHWDX8dqVRs,59,69,train
washing dishes,iHg5XEctIGA,18,28,train
washing dishes,iIK77Gchc_s,109,119,train
cooking chicken,iJhhCIRvf5A,82,92,train
baking cookies,iJiGHWGr14I,190,200,train
cleaning toilet,iLelIRgjpqU,43,53,train
making bed,iMalvkrwB3k,156,166,train
mopping floor,iMiNbntZMlQ,109,119,train
mopping floor,iN6YnbP8GdU,28,38,train
washing dishes,iO8PQlAFVE8,63,73,train
washing dishes,iOpunYFNLMs,3,13,train
sweeping floor,iPK7GatA8Zg,17,27,train
washing dishes,iPR-ge92pig,104,114,train
washing dishes,iRt9-sxrLFQ,7,17,train
mopping floor,iTAzoUp4oDU,56,66,train
cleaning toilet,iU2DdUhkZCs,51,61,train
washing hands,iU60MI8X8I4,58,68,train
washing dishes,iUTCvFLEQcQ,64,74,train
washing dishes,iUrijF1xmOY,39,49,train
doing laundry,iUzXql_bqq0,80,90,train
baking cookies,iVxBqbRCQtw,47,57,train
washing dishes,iWWkxnX2j2E,113,123,train
cleaning toilet,iYAlPwoXxxg,30,40,train
washing hands,iYg7Mmpt0LE,10,20,train
cooking chicken,iZAZgR4aLqE,647,657,train
baking cookies,iZXIJcHFhjg,219,229,train
cooking chicken,iZclzctVTj4,0,10,train
washing dishes,iZg73P42QVE,435,445,train
baking cookies,i_2CSPyuKlQ,300,310,train
mopping floor,i_tx0WJY6BQ,6,16,train
washing hands,iatZ-lybSbY,12,22,train
sweeping floor,ibBEt5KC6J8,196,206,train
sweeping floor,ibQ6PEHqZPs,35,45,train
washing hands,icbIqhFUdJY,125,135,train
cooking chicken,icrZ_xT21Lo,223,233,train
washing hands,idm9KtehX_Q,25,35,train
baking cookies,idydkLbbdNo,921,931,train
cleaning toilet,ie5B_sAKjPk,8,18,train
baking cookies,ie7L2pMhMis,73,83,train
cleaning toilet,ie8Pubca84E,14,24,train
cleaning toilet,ifFG_fnvIuw,9,19,train
washing hands,ifghYY_6-fs,31,41,train
washing dishes,ig2Q3JbpYCY,65,75,train
folding clothes,igbQzcCOQFg,96,106,train
folding clothes,iiVLcVHkhtA,0,10,train
cleaning toilet,ijnPim1_BH4,187,197,train
washing hands,ik0clRwDipY,0,10,train
washing dishes,iklXkzdKclU,3,13,train
cooking chicken,ikmPrpgWQ5M,144,154,train
sweeping floor,inX3PA3x6go,32,42,train
making bed,ip5eOs8IcMw,2,12,train
sweeping floor,ir2H39LRnwk,3,13,train
mopping floor,irK8UaFlb88,32,42,train
cooking chicken,irPDl20BNus,265,275,train
washing hands,itYgHyIqUzo,19,29,train
washing dishes,iuWJj2WC9cc,13,23,train
folding clothes,iuuSFgjcOM8,19,29,train
washing hands,iuxRPcFy4D0,43,53,train
washing dishes,ivLKjrGF_r4,3,13,train
cooking chicken,ivzAxCKEoqw,134,144,train
doing laundry,iwEcz91u7tQ,15,25,train
sweeping floor,iwk5X9fL_0U,36,46,train
washing dishes,ixUSq1dgptA,11,21,train
baking cookies,iy6wHp8g1gI,7,17,train
baking cookies,iyKeedfee48,72,82,train
washing dishes,iyOTfu4q_LI,29,39,train
folding clothes,iyQHBj_HUBQ,266,276,train
folding clothes,iyqltFTug1I,10,20,train
cooking chicken,iz3dUrKZc0o,191,201,train
mopping floor,izVoISZFeCE,98,108,train
cleaning toilet,izwcu_4byQE,0,10,train
cleaning toilet,j-3T_gKXiX0,50,60,train
making bed,j08arN8v1jM,13,23,train
doing laundry,j1gs9bY8Txk,163,173,train
making bed,j28R51DEVq8,25,35,train
making bed,j3kn3UKNep4,2,12,train
making bed,j3siMgcjJlc,572,582,train
washing dishes,j4_U90nq4Sw,20,30,train
making bed,j4t29DTNLQc,26,36,train
washing dishes,j5WsfJwcmek,86,96,train
folding clothes,j62EDvjYh3Y,0,10,train
baking cookies,j6xKZvEzgmw,248,258,train
folding clothes,j78251MLmW0,15,25,train
making bed,j7nD-S7pIV8,130,140,train
